Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted
Precinct 7549 - Election Day	102	28	799	135	0	0	5	130
Precinct 7549 - Vote By Mail	221	58	799	285	0	0	6	279
Precinct 7549	323	86	799	420	0	0	11	409
Precinct 7552 - Election Day	109	25	685	136	0	0	2	134
Precinct 7552 - Vote By Mail	172	37	685	213	0	0	4	209
Precinct 7552	281	62	685	349	0	0	6	343
Precinct 7553 MB - Election Day	1	0	182	1	0	0	0	1
Precinct 7553 MB - Vote By Mail	63	14	182	81	0	0	4	77
Precinct 7553 MB	64	14	182	82	0	0	4	78
Precinct 7554 - Election Day	94	38	795	135	0	0	3	132
Precinct 7554 - Vote By Mail	242	61	795	313	0	0	10	303
Precinct 7554	336	99	795	448	0	0	13	435
Precinct 7555/7551 - Election Day	284	52	1,584	340	0	0	4	336
Precinct 7555/7551 - Vote By Mail	410	138	1,584	565	0	0	17	548
Precinct 7555/7551	694	190	1,584	905	0	0	21	884
Precinct 7556/7557 - Election Day	109	32	958	147	0	0	6	141
Precinct 7556/7557 - Vote By Mail	291	102	958	400	0	0	7	393
Precinct 7556/7557	400	134	958	547	0	0	13	534
Precinct 7601 - Election Day	55	21	677	81	0	0	5	76
Precinct 7601 - Vote By Mail	101	45	677	150	0	0	4	146
Precinct 7601	156	66	677	231	0	0	9	222
Precinct 7602/7603 - Election Day	119	46	1,659	174	0	0	9	165
Precinct 7602/7603 - Vote By Mail	287	83	1,659	381	0	0	11	370
Precinct 7602/7603	406	129	1,659	555	0	0	20	535
Precinct 7605/7609 - Election Day	80	33	1,508	115	0	0	2	113
Precinct 7605/7609 - Vote By Mail	325	92	1,508	444	0	0	27	417
Precinct 7605/7609	405	125	1,508	559	0	0	29	530
Precinct 7606 - Election Day	54	20	887	75	0	0	1	74
Precinct 7606 - Vote By Mail	110	67	887	179	0	0	2	177
Precinct 7606	164	87	887	254	0	0	3	251
Precinct 7607 - Election Day	60	23	900	86	0	0	3	83
Precinct 7607 - Vote By Mail	163	64	900	236	0	0	9	227
Precinct 7607	223	87	900	322	0	0	12	310
Precinct 7608/7604 - Election Day	72	26	1,300	102	0	0	4	98
Precinct 7608/7604 - Vote By Mail	186	82	1,300	278	0	0	10	268
Precinct 7608/7604	258	108	1,300	380	0	0	14	366
Precinct 7611 - Election Day	47	15	763	65	0	0	3	62
Precinct 7611 - Vote By Mail	147	33	763	189	0	0	9	180
Precinct 7611	194	48	763	254	0	0	12	242
Precinct 7613/7612 - Election Day	98	33	1,421	139	0	0	8	131
Precinct 7613/7612 - Vote By Mail	248	110	1,421	374	0	0	16	358
Precinct 7613/7612	346	143	1,421	513	0	0	24	489
Precinct 7614 - Election Day	44	35	932	83	0	0	4	79
Precinct 7614 - Vote By Mail	132	53	932	188	0	0	3	185
Precinct 7614	176	88	932	271	0	0	7	264
Precinct 7615 - Election Day	40	15	745	61	0	0	6	55
Precinct 7615 - Vote By Mail	94	44	745	153	0	0	15	138
Precinct 7615	134	59	745	214	0	0	21	193
Precinct 7616/7654 - Election Day	56	32	1,246	90	0	0	2	88
Precinct 7616/7654 - Vote By Mail	226	117	1,246	349	0	0	6	343
Precinct 7616/7654	282	149	1,246	439	0	0	8	431
Precinct 7617 - Election Day	30	13	737	49	0	0	6	43
Precinct 7617 - Vote By Mail	129	52	737	197	0	0	16	181
Precinct 7617	159	65	737	246	0	0	22	224
Precinct 7618 - Election Day	60	22	873	82	0	0	0	82
Precinct 7618 - Vote By Mail	178	55	873	239	0	0	6	233
Precinct 7618	238	77	873	321	0	0	6	315
Precinct 7619 - Election Day	64	23	1,055	89	0	0	2	87
Precinct 7619 - Vote By Mail	192	102	1,055	300	0	0	6	294
Precinct 7619	256	125	1,055	389	0	0	8	381
Precinct 7621 - Election Day	61	26	1,064	89	0	0	2	87
Precinct 7621 - Vote By Mail	184	101	1,064	290	0	0	5	285
Precinct 7621	245	127	1,064	379	0	0	7	372
Precinct 7622 - Election Day	45	20	923	68	0	0	3	65
Precinct 7622 - Vote By Mail	110	44	923	157	0	0	3	154
Precinct 7622	155	64	923	225	0	0	6	219
Precinct 7623 - Election Day	53	24	965	81	0	0	4	77
Precinct 7623 - Vote By Mail	131	51	965	188	0	0	6	182
Precinct 7623	184	75	965	269	0	0	10	259
Precinct 7624 - Election Day	36	24	835	60	0	0	0	60
Precinct 7624 - Vote By Mail	122	42	835	175	0	0	11	164
Precinct 7624	158	66	835	235	0	0	11	224
Precinct 7625 - Election Day	27	12	809	40	0	0	1	39
Precinct 7625 - Vote By Mail	257	96	809	401	0	0	48	353
Precinct 7625	284	108	809	441	0	0	49	392
Precinct 7626 - Election Day	38	23	1,037	61	0	0	0	61
Precinct 7626 - Vote By Mail	184	113	1,037	298	0	0	1	297
Precinct 7626	222	136	1,037	359	0	0	1	358
Precinct 7628 - Election Day	76	20	933	98	0	0	2	96
Precinct 7628 - Vote By Mail	172	52	933	233	0	0	9	224
Precinct 7628	248	72	933	331	0	0	11	320
Precinct 7629 - Election Day	54	17	847	73	0	0	2	71
Precinct 7629 - Vote By Mail	126	53	847	187	0	0	8	179
Precinct 7629	180	70	847	260	0	0	10	250
Precinct 7632 - Election Day	68	26	1,112	94	0	0	0	94
Precinct 7632 - Vote By Mail	162	92	1,112	258	0	0	4	254
Precinct 7632	230	118	1,112	352	0	0	4	348
Precinct 7633/7631 - Election Day	90	61	1,902	153	0	0	2	151
Precinct 7633/7631 - Vote By Mail	355	149	1,902	516	0	0	12	504
Precinct 7633/7631	445	210	1,902	669	0	0	14	655
Precinct 7634 - Election Day	43	32	864	86	0	0	11	75
Precinct 7634 - Vote By Mail	159	83	864	254	0	0	12	242
Precinct 7634	202	115	864	340	0	0	23	317
Precinct 7635 - Election Day	40	19	821	60	0	0	1	59
Precinct 7635 - Vote By Mail	135	81	821	219	0	0	3	216
Precinct 7635	175	100	821	279	0	0	4	275
Precinct 7636 - Election Day	46	32	945	79	0	0	1	78
Precinct 7636 - Vote By Mail	143	87	945	233	0	0	3	230
Precinct 7636	189	119	945	312	0	0	4	308
Precinct 7637 - Election Day	34	22	841	56	0	0	0	56
Precinct 7637 - Vote By Mail	126	108	841	235	0	0	1	234
Precinct 7637	160	130	841	291	0	0	1	290
Precinct 7638/7656 - Election Day	37	46	1,467	89	0	0	6	83
Precinct 7638/7656 - Vote By Mail	251	198	1,467	461	0	0	12	449
Precinct 7638/7656	288	244	1,467	550	0	0	18	532
Precinct 7639/7641 - Election Day	79	53	1,935	136	0	0	4	132
Precinct 7639/7641 - Vote By Mail	328	251	1,935	595	0	0	16	579
Precinct 7639/7641	407	304	1,935	731	0	0	20	711
Precinct 7642 - Election Day	34	30	946	68	0	0	4	64
Precinct 7642 - Vote By Mail	121	76	946	207	0	0	10	197
Precinct 7642	155	106	946	275	0	0	14	261
Precinct 7643 - Election Day	54	26	927	86	0	0	6	80
Precinct 7643 - Vote By Mail	184	116	927	308	0	0	8	300
Precinct 7643	238	142	927	394	0	0	14	380
Precinct 7644 - Election Day	54	31	1,111	87	0	0	2	85
Precinct 7644 - Vote By Mail	168	78	1,111	249	0	0	3	246
Precinct 7644	222	109	1,111	336	0	0	5	331
Precinct 7645 - Election Day	28	13	626	42	0	0	1	41
Precinct 7645 - Vote By Mail	128	82	626	218	0	0	8	210
Precinct 7645	156	95	626	260	0	0	9	251
Precinct 7646 - Election Day	39	18	1,090	60	0	0	3	57
Precinct 7646 - Vote By Mail	217	124	1,090	347	0	0	6	341
Precinct 7646	256	142	1,090	407	0	0	9	398
Precinct 7647 - Election Day	38	16	968	55	0	0	1	54
Precinct 7647 - Vote By Mail	88	48	968	136	0	0	0	136
Precinct 7647	126	64	968	191	0	0	1	190
Precinct 7648 MB - Election Day	0	0	2	0	0	0	0	0
Precinct 7648 MB - Vote By Mail	0	0	2	0	0	0	0	0
Precinct 7648 MB	0	0	2	0	0	0	0	0
Precinct 7649 - Election Day	34	21	888	58	0	0	3	55
Precinct 7649 - Vote By Mail	144	60	888	213	0	0	9	204
Precinct 7649	178	81	888	271	0	0	12	259
Precinct 7651 - Election Day	33	16	830	50	0	0	1	49
Precinct 7651 - Vote By Mail	124	76	830	207	0	0	7	200
Precinct 7651	157	92	830	257	0	0	8	249
Precinct 7652 - Election Day	33	14	596	48	0	0	1	47
Precinct 7652 - Vote By Mail	101	51	596	152	0	0	0	152
Precinct 7652	134	65	596	200	0	0	1	199
Precinct 7653/7657 - Election Day	46	32	1,373	79	0	0	1	78
Precinct 7653/7657 - Vote By Mail	209	148	1,373	367	0	0	10	357
Precinct 7653/7657	255	180	1,373	446	0	0	11	435
Precinct 7655/7627 - Election Day	31	29	1,150	62	0	0	2	60
Precinct 7655/7627 - Vote By Mail	138	123	1,150	270	0	0	9	261
Precinct 7655/7627	169	152	1,150	332	0	0	11	321
Precinct 7701 - Election Day	94	43	1,035	139	0	0	2	137
Precinct 7701 - Vote By Mail	249	118	1,035	372	0	0	5	367
Precinct 7701	343	161	1,035	511	0	0	7	504
Precinct 7703 MB - Election Day	0	0	178	1	0	0	1	0
Precinct 7703 MB - Vote By Mail	35	16	178	55	0	0	4	51
Precinct 7703 MB	35	16	178	56	0	0	5	51
Precinct 7704/7702 - Election Day	151	94	1,723	249	0	0	4	245
Precinct 7704/7702 - Vote By Mail	347	268	1,723	632	0	0	17	615
Precinct 7704/7702	498	362	1,723	881	0	0	21	860
Precinct 7705 - Election Day	53	38	570	91	0	0	0	91
Precinct 7705 - Vote By Mail	128	86	570	219	0	0	5	214
Precinct 7705	181	124	570	310	0	0	5	305
Precinct 7706 - Election Day	99	47	839	151	0	0	5	146
Precinct 7706 - Vote By Mail	196	134	839	337	0	0	7	330
Precinct 7706	295	181	839	488	0	0	12	476
Precinct 7707 - Election Day	90	44	861	139	0	0	5	134
Precinct 7707 - Vote By Mail	220	116	861	345	0	0	9	336
Precinct 7707	310	160	861	484	0	0	14	470
Precinct 7708 - Election Day	80	35	881	116	0	0	1	115
Precinct 7708 - Vote By Mail	234	115	881	359	0	0	10	349
Precinct 7708	314	150	881	475	0	0	11	464
Precinct 7709 - Election Day	59	15	395	75	0	0	1	74
Precinct 7709 - Vote By Mail	95	52	395	150	0	0	3	147
Precinct 7709	154	67	395	225	0	0	4	221
Precinct 7712/7711 - Election Day	146	46	1,308	198	0	0	6	192
Precinct 7712/7711 - Vote By Mail	295	147	1,308	454	0	0	12	442
Precinct 7712/7711	441	193	1,308	652	0	0	18	634
Precinct 7801 - Election Day	90	45	968	138	0	0	3	135
Precinct 7801 - Vote By Mail	239	120	968	367	0	1	7	359
Precinct 7801	329	165	968	505	0	1	10	494
Precinct 7802 - Election Day	106	21	788	131	0	0	4	127
Precinct 7802 - Vote By Mail	189	77	788	275	0	0	9	266
Precinct 7802	295	98	788	406	0	0	13	393
Precinct 7803 - Election Day	63	19	822	85	0	0	3	82
Precinct 7803 - Vote By Mail	259	107	822	373	0	0	7	366
Precinct 7803	322	126	822	458	0	0	10	448
Precinct 7805/7804 - Election Day	225	57	1,683	283	0	0	1	282
Precinct 7805/7804 - Vote By Mail	464	158	1,683	631	0	0	9	622
Precinct 7805/7804	689	215	1,683	914	0	0	10	904
Precinct 7807 - Election Day	118	34	796	155	0	0	3	152
Precinct 7807 - Vote By Mail	173	68	796	243	0	1	1	241
Precinct 7807	291	102	796	398	0	1	4	393
Precinct 7808/7806 - Election Day	198	41	1,377	243	0	0	4	239
Precinct 7808/7806 - Vote By Mail	352	104	1,377	461	0	0	5	456
Precinct 7808/7806	550	145	1,377	704	0	0	9	695
Precinct 7809 - Election Day	85	22	770	112	0	0	5	107
Precinct 7809 - Vote By Mail	181	64	770	249	0	0	4	245
Precinct 7809	266	86	770	361	0	0	9	352
Precinct 7811 - Election Day	105	20	726	126	0	0	1	125
Precinct 7811 - Vote By Mail	151	43	726	199	0	0	5	194
Precinct 7811	256	63	726	325	0	0	6	319
Precinct 7812 - Election Day	94	30	871	132	0	0	8	124
Precinct 7812 - Vote By Mail	219	61	871	286	0	0	6	280
Precinct 7812	313	91	871	418	0	0	14	404
Precinct 7813 - Election Day	145	33	1,037	179	0	0	1	178
Precinct 7813 - Vote By Mail	264	77	1,037	348	0	0	7	341
Precinct 7813	409	110	1,037	527	0	0	8	519
Precinct 7814 - Election Day	92	28	887	122	0	0	2	120
Precinct 7814 - Vote By Mail	153	54	887	215	0	2	6	207
Precinct 7814	245	82	887	337	0	2	8	327
Precinct 7815/7816 - Election Day	176	49	1,779	231	0	0	6	225
Precinct 7815/7816 - Vote By Mail	479	171	1,779	661	0	1	10	650
Precinct 7815/7816	655	220	1,779	892	0	1	16	875
Precinct 7817/7818 - Election Day	231	57	1,641	291	0	0	3	288
Precinct 7817/7818 - Vote By Mail	452	129	1,641	588	0	0	7	581
Precinct 7817/7818	683	186	1,641	879	0	0	10	869
Precinct 7819/7827 - Election Day	181	44	1,585	230	0	0	5	225
Precinct 7819/7827 - Vote By Mail	373	113	1,585	499	0	0	13	486
Precinct 7819/7827	554	157	1,585	729	0	0	18	711
Precinct 7821 - Election Day	126	40	965	168	0	0	2	166
Precinct 7821 - Vote By Mail	274	91	965	371	0	0	6	365
Precinct 7821	400	131	965	539	0	0	8	531
Precinct 7822/7823 - Election Day	251	68	1,748	322	0	0	3	319
Precinct 7822/7823 - Vote By Mail	483	137	1,748	628	0	0	8	620
Precinct 7822/7823	734	205	1,748	950	0	0	11	939
Precinct 7824/7825 - Election Day	186	52	1,353	243	0	0	5	238
Precinct 7824/7825 - Vote By Mail	318	92	1,353	418	0	0	8	410
Precinct 7824/7825	504	144	1,353	661	0	0	13	648
Precinct 7826 - Election Day	108	29	661	139	0	0	2	137
Precinct 7826 - Vote By Mail	128	42	661	175	0	0	5	170
Precinct 7826	236	71	661	314	0	0	7	307
Precinct 7828 - Election Day	91	38	997	132	0	0	3	129
Precinct 7828 - Vote By Mail	218	101	997	327	0	0	8	319
Precinct 7828	309	139	997	459	0	0	11	448
Precinct 7829 - Election Day	100	32	884	134	0	0	2	132
Precinct 7829 - Vote By Mail	239	103	884	346	0	1	3	342
Precinct 7829	339	135	884	480	0	1	5	474
Precinct 7832 - Election Day	83	18	773	103	0	0	2	101
Precinct 7832 - Vote By Mail	206	77	773	290	0	0	7	283
Precinct 7832	289	95	773	393	0	0	9	384
Precinct 7834/7833 - Election Day	212	59	1,593	279	0	0	8	271
Precinct 7834/7833 - Vote By Mail	391	75	1,593	474	0	0	8	466
Precinct 7834/7833	603	134	1,593	753	0	0	16	737
Precinct 7835 - Election Day	71	24	847	97	0	0	2	95
Precinct 7835 - Vote By Mail	201	84	847	289	0	0	4	285
Precinct 7835	272	108	847	386	0	0	6	380
Precinct 7836 - Election Day	91	39	1,011	131	0	0	1	130
Precinct 7836 - Vote By Mail	241	124	1,011	377	0	0	12	365
Precinct 7836	332	163	1,011	508	0	0	13	495
Precinct 7837/7838 - Election Day	211	67	1,784	281	0	0	3	278
Precinct 7837/7838 - Vote By Mail	492	170	1,784	675	0	0	13	662
Precinct 7837/7838	703	237	1,784	956	0	0	16	940
Precinct 7839/7831 - Election Day	184	49	1,718	238	0	1	4	233
Precinct 7839/7831 - Vote By Mail	486	186	1,718	681	0	1	8	672
Precinct 7839/7831	670	235	1,718	919	0	2	12	905
Precinct 7841/7842 - Election Day	252	75	1,778	331	0	0	4	327
Precinct 7841/7842 - Vote By Mail	425	130	1,778	565	0	0	10	555
Precinct 7841/7842	677	205	1,778	896	0	0	14	882
Precinct 7843 - Election Day	115	31	719	148	0	0	2	146
Precinct 7843 - Vote By Mail	163	54	719	226	0	0	9	217
Precinct 7843	278	85	719	374	0	0	11	363
Precinct 7844 - Election Day	86	18	630	105	0	0	1	104
Precinct 7844 - Vote By Mail	150	43	630	199	0	0	6	193
Precinct 7844	236	61	630	304	0	0	7	297
Precinct 7845 - Election Day	94	38	870	137	0	0	5	132
Precinct 7845 - Vote By Mail	225	68	870	298	0	0	5	293
Precinct 7845	319	106	870	435	0	0	10	425
Precinct 7846 - Election Day	88	30	888	122	0	0	4	118
Precinct 7846 - Vote By Mail	219	81	888	307	0	0	7	300
Precinct 7846	307	111	888	429	0	0	11	418
Precinct 7847/7848 - Election Day	205	64	1,718	274	0	0	5	269
Precinct 7847/7848 - Vote By Mail	426	151	1,718	593	0	0	16	577
Precinct 7847/7848	631	215	1,718	867	0	0	21	846
Precinct 7849 - Election Day	131	31	887	165	0	0	3	162
Precinct 7849 - Vote By Mail	227	81	887	314	0	0	6	308
Precinct 7849	358	112	887	479	0	0	9	470
Precinct 7852/7851 - Election Day	90	66	1,153	158	0	0	2	156
Precinct 7852/7851 - Vote By Mail	300	170	1,153	479	0	0	9	470
Precinct 7852/7851	390	236	1,153	637	0	0	11	626
Precinct 7853/7859 - Election Day	153	72	1,736	229	0	0	4	225
Precinct 7853/7859 - Vote By Mail	412	182	1,736	605	0	0	11	594
Precinct 7853/7859	565	254	1,736	834	0	0	15	819
Precinct 7854 - Election Day	98	25	866	127	0	0	4	123
Precinct 7854 - Vote By Mail	223	86	866	314	0	0	5	309
Precinct 7854	321	111	866	441	0	0	9	432
Precinct 7855/7856 - Election Day	249	53	1,775	307	0	0	5	302
Precinct 7855/7856 - Vote By Mail	419	167	1,775	600	0	0	14	586
Precinct 7855/7856	668	220	1,775	907	0	0	19	888
Precinct 7858/7857 - Election Day	204	41	1,646	251	0	0	6	245
Precinct 7858/7857 - Vote By Mail	377	141	1,646	530	0	0	12	518
Precinct 7858/7857	581	182	1,646	781	0	0	18	763
Precinct 7861 - Election Day	102	28	854	131	0	0	1	130
Precinct 7861 - Vote By Mail	218	87	854	310	0	0	5	305
Precinct 7861	320	115	854	441	0	0	6	435
Precinct 7862 - Election Day	106	49	857	155	0	0	0	155
Precinct 7862 - Vote By Mail	188	83	857	275	0	0	4	271
Precinct 7862	294	132	857	430	0	0	4	426
Precinct 7863 - Election Day	116	36	881	155	0	0	3	152
Precinct 7863 - Vote By Mail	203	55	881	264	0	0	6	258
Precinct 7863	319	91	881	419	0	0	9	410
Precinct 7864 - Election Day	96	30	804	127	0	0	1	126
Precinct 7864 - Vote By Mail	188	73	804	267	0	0	6	261
Precinct 7864	284	103	804	394	0	0	7	387
Precinct 7866 - Election Day	91	34	822	129	0	0	4	125
Precinct 7866 - Vote By Mail	202	146	822	357	0	0	9	348
Precinct 7866	293	180	822	486	0	0	13	473
Precinct 7867 - Election Day	112	31	969	149	0	0	6	143
Precinct 7867 - Vote By Mail	260	98	969	366	0	0	8	358
Precinct 7867	372	129	969	515	0	0	14	501
Precinct 7868 - Election Day	106	42	870	151	0	0	3	148
Precinct 7868 - Vote By Mail	166	95	870	268	0	0	7	261
Precinct 7868	272	137	870	419	0	0	10	409
Precinct 7869 - Election Day	115	29	863	146	0	0	2	144
Precinct 7869 - Vote By Mail	252	92	863	355	0	0	11	344
Precinct 7869	367	121	863	501	0	0	13	488
Precinct 7871 - Election Day	112	37	877	151	0	0	2	149
Precinct 7871 - Vote By Mail	232	68	877	303	0	0	3	300
Precinct 7871	344	105	877	454	0	0	5	449
Precinct 7872 - Election Day	111	43	863	157	0	0	3	154
Precinct 7872 - Vote By Mail	227	103	863	333	0	0	3	330
Precinct 7872	338	146	863	490	0	0	6	484
Precinct 7873/7865 - Election Day	224	50	1,688	279	0	0	5	274
Precinct 7873/7865 - Vote By Mail	454	154	1,688	618	0	0	10	608
Precinct 7873/7865	678	204	1,688	897	0	0	15	882
Precinct 7874 - Election Day	53	12	474	68	0	0	3	65
Precinct 7874 - Vote By Mail	104	34	474	143	0	0	5	138
Precinct 7874	157	46	474	211	0	0	8	203
Precinct 7875 - Election Day	61	16	624	82	0	0	5	77
Precinct 7875 - Vote By Mail	117	57	624	182	0	0	8	174
Precinct 7875	178	73	624	264	0	0	13	251
Precinct 7876 - Election Day	49	18	523	68	0	0	1	67
Precinct 7876 - Vote By Mail	125	50	523	182	0	0	7	175
Precinct 7876	174	68	523	250	0	0	8	242
Precinct 7902/7904 - Election Day	168	42	1,729	212	0	0	2	210
Precinct 7902/7904 - Vote By Mail	286	97	1,729	392	0	0	9	383
Precinct 7902/7904	454	139	1,729	604	0	0	11	593
Precinct 7903 - Election Day	88	20	826	112	0	0	4	108
Precinct 7903 - Vote By Mail	155	53	826	219	0	0	11	208
Precinct 7903	243	73	826	331	0	0	15	316
Precinct 7905 - Election Day	104	29	880	135	0	0	2	133
Precinct 7905 - Vote By Mail	163	93	880	262	0	0	6	256
Precinct 7905	267	122	880	397	0	0	8	389
Precinct 7906 - Election Day	89	14	757	104	0	0	1	103
Precinct 7906 - Vote By Mail	131	40	757	175	0	0	4	171
Precinct 7906	220	54	757	279	0	0	5	274
Precinct 7908/7907 - Election Day	214	49	1,907	266	0	1	2	263
Precinct 7908/7907 - Vote By Mail	374	128	1,907	515	0	0	13	502
Precinct 7908/7907	588	177	1,907	781	0	1	15	765
Precinct 7909 - Election Day	92	25	718	120	0	0	3	117
Precinct 7909 - Vote By Mail	168	29	718	199	0	0	2	197
Precinct 7909	260	54	718	319	0	0	5	314
Precinct 7911 - Election Day	93	26	845	122	0	0	3	119
Precinct 7911 - Vote By Mail	152	39	845	197	0	0	6	191
Precinct 7911	245	65	845	319	0	0	9	310
Precinct 7912/7913 - Election Day	260	54	1,940	320	0	0	6	314
Precinct 7912/7913 - Vote By Mail	361	119	1,940	489	0	0	9	480
Precinct 7912/7913	621	173	1,940	809	0	0	15	794
Precinct 7915/7914 - Election Day	224	50	1,692	283	0	0	9	274
Precinct 7915/7914 - Vote By Mail	326	94	1,692	427	0	0	7	420
Precinct 7915/7914	550	144	1,692	710	0	0	16	694
Precinct 7916 - Election Day	119	25	842	145	0	0	1	144
Precinct 7916 - Vote By Mail	177	55	842	237	0	0	5	232
Precinct 7916	296	80	842	382	0	0	6	376
Precinct 7917/7919 - Election Day	248	46	1,823	298	0	1	3	294
Precinct 7917/7919 - Vote By Mail	354	101	1,823	460	0	0	5	455
Precinct 7917/7919	602	147	1,823	758	0	1	8	749
Precinct 7918 - Election Day	107	17	798	129	0	0	5	124
Precinct 7918 - Vote By Mail	149	43	798	194	0	0	2	192
Precinct 7918	256	60	798	323	0	0	7	316
Precinct 7921/7922 - Election Day	171	46	1,729	220	0	0	3	217
Precinct 7921/7922 - Vote By Mail	314	119	1,729	437	0	0	4	433
Precinct 7921/7922	485	165	1,729	657	0	0	7	650
Precinct 7923/7924 - Election Day	185	46	1,708	233	0	0	2	231
Precinct 7923/7924 - Vote By Mail	314	104	1,708	433	0	2	13	418
Precinct 7923/7924	499	150	1,708	666	0	2	15	649
Precinct 7925 - Election Day	61	13	530	74	0	0	0	74
Precinct 7925 - Vote By Mail	119	40	530	165	0	0	6	159
Precinct 7925	180	53	530	239	0	0	6	233
Precinct 7926 - Election Day	112	27	783	143	0	0	4	139
Precinct 7926 - Vote By Mail	172	59	783	233	0	0	2	231
Precinct 7926	284	86	783	376	0	0	6	370
Precinct 7928/7927 - Election Day	257	46	1,661	310	0	0	7	303
Precinct 7928/7927 - Vote By Mail	438	89	1,661	533	0	0	6	527
Precinct 7928/7927	695	135	1,661	843	0	0	13	830
Precinct 7929 - Election Day	119	32	830	151	0	0	0	151
Precinct 7929 - Vote By Mail	239	68	830	311	0	0	4	307
Precinct 7929	358	100	830	462	0	0	4	458
Precinct 7931 - Election Day	90	25	742	116	0	0	1	115
Precinct 7931 - Vote By Mail	211	68	742	284	0	0	5	279
Precinct 7931	301	93	742	400	0	0	6	394
Precinct 7932 - Election Day	57	25	547	84	0	0	2	82
Precinct 7932 - Vote By Mail	124	51	547	177	0	0	2	175
Precinct 7932	181	76	547	261	0	0	4	257
Precinct 7933 MB - Election Day	0	0	7	0	0	0	0	0
Precinct 7933 MB - Vote By Mail	2	2	7	4	0	0	0	4
Precinct 7933 MB	2	2	7	4	0	0	0	4
Precinct 7934 - Election Day	102	22	866	125	0	0	1	124
Precinct 7934 - Vote By Mail	242	55	866	304	0	1	6	297
Precinct 7934	344	77	866	429	0	1	7	421
Precinct 7935 - Election Day	137	33	927	173	0	0	3	170
Precinct 7935 - Vote By Mail	245	57	927	311	0	0	9	302
Precinct 7935	382	90	927	484	0	0	12	472
Precinct 7936/7939 - Election Day	277	56	1,508	340	0	0	7	333
Precinct 7936/7939 - Vote By Mail	350	92	1,508	452	0	0	10	442
Precinct 7936/7939	627	148	1,508	792	0	0	17	775
Precinct 7937 - Election Day	125	25	899	155	0	0	5	150
Precinct 7937 - Vote By Mail	223	74	899	300	0	0	3	297
Precinct 7937	348	99	899	455	0	0	8	447
Precinct 7938 - Election Day	86	23	758	114	0	0	5	109
Precinct 7938 - Vote By Mail	144	57	758	203	0	0	2	201
Precinct 7938	230	80	758	317	0	0	7	310
Precinct 7941 - Election Day	91	23	752	117	0	0	3	114
Precinct 7941 - Vote By Mail	169	51	752	224	0	0	4	220
Precinct 7941	260	74	752	341	0	0	7	334
Precinct 7942 - Election Day	73	18	923	93	0	0	2	91
Precinct 7942 - Vote By Mail	180	84	923	270	0	0	6	264
Precinct 7942	253	102	923	363	0	0	8	355
Precinct 7943/7944 - Election Day	199	53	1,675	262	0	0	10	252
Precinct 7943/7944 - Vote By Mail	370	132	1,675	514	0	0	12	502
Precinct 7943/7944	569	185	1,675	776	0	0	22	754
Precinct 7945 - Election Day	41	22	940	66	0	0	3	63
Precinct 7945 - Vote By Mail	178	78	940	264	0	0	8	256
Precinct 7945	219	100	940	330	0	0	11	319
Precinct 7946/7949 - Election Day	82	44	1,553	132	0	1	5	126
Precinct 7946/7949 - Vote By Mail	267	182	1,553	468	0	0	19	449
Precinct 7946/7949	349	226	1,553	600	0	1	24	575
Precinct 7947 - Election Day	41	27	960	71	0	0	3	68
Precinct 7947 - Vote By Mail	168	114	960	290	0	0	8	282
Precinct 7947	209	141	960	361	0	0	11	350
Precinct 7948 - Election Day	64	28	918	94	0	0	2	92
Precinct 7948 - Vote By Mail	161	122	918	291	0	0	8	283
Precinct 7948	225	150	918	385	0	0	10	375
Precinct 7951/7955 - Election Day	79	54	1,818	137	0	1	3	133
Precinct 7951/7955 - Vote By Mail	301	254	1,818	588	0	0	33	555
Precinct 7951/7955	380	308	1,818	725	0	1	36	688
Precinct 7953 - Election Day	44	38	824	83	0	0	1	82
Precinct 7953 - Vote By Mail	125	118	824	246	0	0	3	243
Precinct 7953	169	156	824	329	0	0	4	325
Precinct 7954 MB - Election Day	0	0	1	0	0	0	0	0
Precinct 7954 MB - Vote By Mail	0	1	1	1	0	0	0	1
Precinct 7954 MB	0	1	1	1	0	0	0	1
Precinct 7956/7952 - Election Day	68	45	1,759	120	0	0	7	113
Precinct 7956/7952 - Vote By Mail	268	183	1,759	463	0	0	12	451
Precinct 7956/7952	336	228	1,759	583	0	0	19	564
Precinct 7957 - Election Day	47	26	665	74	0	0	1	73
Precinct 7957 - Vote By Mail	116	83	665	209	0	1	9	199
Precinct 7957	163	109	665	283	0	1	10	272
Precinct 7958 MB - Election Day	3	3	301	6	0	0	0	6
Precinct 7958 MB - Vote By Mail	58	33	301	91	0	0	0	91
Precinct 7958 MB	61	36	301	97	0	0	0	97
Precinct 7959/7901 - Election Day	93	29	1,198	127	0	0	5	122
Precinct 7959/7901 - Vote By Mail	196	80	1,198	279	0	1	2	276
Precinct 7959/7901	289	109	1,198	406	0	1	7	398
Precinct 9001 MB - Election Day	2	1	286	3	0	0	0	3
Precinct 9001 MB - Vote By Mail	55	34	286	91	0	1	1	89
Precinct 9001 MB	57	35	286	94	0	1	1	92
Precinct 9103 - Election Day	83	36	946	125	0	0	6	119
Precinct 9103 - Vote By Mail	162	83	946	255	0	0	10	245
Precinct 9103	245	119	946	380	0	0	16	364
Precinct 9104 - Election Day	64	32	993	100	0	0	4	96
