Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes
Precinct 1114/1113 - Vote By Mail	364	109	1,741	501	0	0	28	473
Precinct 1114/1113	452	140	1,741	630	0	0	38	592
Precinct 1115/1116 - Election Day	130	27	1,838	165	0	0	8	157
Precinct 1115/1116 - Vote By Mail	339	106	1,838	467	0	0	22	445
Precinct 1115/1116	469	133	1,838	632	0	0	30	602
Precinct 1117/1123 - Election Day	115	30	1,771	155	0	0	10	145
Precinct 1117/1123 - Vote By Mail	306	109	1,771	443	0	0	28	415
Precinct 1117/1123	421	139	1,771	598	0	0	38	560
Precinct 1118 - Election Day	72	21	1,057	99	0	0	6	93
Precinct 1118 - Vote By Mail	215	84	1,057	319	0	1	19	299
Precinct 1118	287	105	1,057	418	0	1	25	392
Precinct 1119 - Election Day	53	13	771	66	0	0	0	66
Precinct 1119 - Vote By Mail	169	42	771	226	0	0	15	211
Precinct 1119	222	55	771	292	0	0	15	277
Precinct 1122 - Election Day	33	13	638	48	0	0	2	46
Precinct 1122 - Vote By Mail	118	55	638	188	0	0	15	173
Precinct 1122	151	68	638	236	0	0	17	219
Precinct 1124 - Election Day	46	16	812	64	0	0	2	62
Precinct 1124 - Vote By Mail	135	46	812	188	0	0	7	181
Precinct 1124	181	62	812	252	0	0	9	243
Precinct 1125 - Election Day	42	5	1,064	48	0	0	1	47
Precinct 1125 - Vote By Mail	192	68	1,064	271	0	0	11	260
Precinct 1125	234	73	1,064	319	0	0	12	307
Precinct 1126/1121 - Election Day	99	19	1,676	121	0	0	3	118
Precinct 1126/1121 - Vote By Mail	310	109	1,676	442	0	0	23	419
Precinct 1126/1121	409	128	1,676	563	0	0	26	537
Precinct 1127/1128 - Election Day	121	32	1,827	157	0	0	4	153
Precinct 1127/1128 - Vote By Mail	332	122	1,827	488	0	1	33	454
Precinct 1127/1128	453	154	1,827	645	0	1	37	607
Precinct 1129 - Election Day	58	19	1,018	85	0	0	8	77
Precinct 1129 - Vote By Mail	183	59	1,018	253	0	0	11	242
Precinct 1129	241	78	1,018	338	0	0	19	319
Precinct 1131 - Election Day	37	9	836	49	0	0	3	46
Precinct 1131 - Vote By Mail	135	72	836	226	0	0	19	207
Precinct 1131	172	81	836	275	0	0	22	253
Precinct 1132 - Election Day	39	8	1,010	47	0	0	0	47
Precinct 1132 - Vote By Mail	218	76	1,010	312	0	0	18	294
Precinct 1132	257	84	1,010	359	0	0	18	341
Precinct 1133 - Election Day	41	7	857	49	0	0	1	48
Precinct 1133 - Vote By Mail	197	42	857	255	0	0	16	239
Precinct 1133	238	49	857	304	0	0	17	287
Precinct 1134 - Election Day	58	7	762	70	0	0	5	65
Precinct 1134 - Vote By Mail	161	43	762	215	0	0	11	204
Precinct 1134	219	50	762	285	0	0	16	269
Precinct 1135 - Election Day	35	10	554	46	0	0	1	45
Precinct 1135 - Vote By Mail	116	69	554	195	0	0	10	185
Precinct 1135	151	79	554	241	0	0	11	230
Precinct 1136 - Election Day	36	16	847	53	0	0	1	52
Precinct 1136 - Vote By Mail	171	59	847	248	0	0	18	230
Precinct 1136	207	75	847	301	0	0	19	282
Precinct 1141 - Election Day	80	19	1,042	103	0	0	4	99
Precinct 1141 - Vote By Mail	219	79	1,042	306	0	0	8	298
Precinct 1141	299	98	1,042	409	0	0	12	397
Precinct 1143 - Election Day	93	16	1,024	109	0	0	0	109
Precinct 1143 - Vote By Mail	169	66	1,024	254	0	0	19	235
Precinct 1143	262	82	1,024	363	0	0	19	344
Precinct 1144/1142 - Election Day	130	38	1,804	177	0	0	9	168
Precinct 1144/1142 - Vote By Mail	381	113	1,804	514	0	0	20	494
Precinct 1144/1142	511	151	1,804	691	0	0	29	662
Precinct 1145 - Election Day	59	23	894	83	0	0	1	82
Precinct 1145 - Vote By Mail	231	57	894	297	0	0	9	288
Precinct 1145	290	80	894	380	0	0	10	370
Precinct 1146 - Election Day	66	15	1,008	83	0	0	2	81
Precinct 1146 - Vote By Mail	200	59	1,008	275	0	0	16	259
Precinct 1146	266	74	1,008	358	0	0	18	340
Precinct 1147 - Election Day	63	21	868	89	0	0	5	84
Precinct 1147 - Vote By Mail	167	56	868	235	0	0	12	223
Precinct 1147	230	77	868	324	0	0	17	307
Precinct 1148 - Election Day	66	22	1,002	100	0	0	12	88
Precinct 1148 - Vote By Mail	185	62	1,002	269	0	0	22	247
Precinct 1148	251	84	1,002	369	0	0	34	335
Precinct 1149 - Election Day	73	14	911	90	0	0	3	87
Precinct 1149 - Vote By Mail	185	45	911	237	0	0	7	230
Precinct 1149	258	59	911	327	0	0	10	317
Precinct 1151 MB - Election Day	0	0	0	0	0	0	0	0
Precinct 1151 MB - Vote By Mail	0	0	0	0	0	0	0	0
Precinct 1151 MB	0	0	0	0	0	0	0	0
Precinct 1152/1153 - Election Day	101	49	1,815	155	0	0	5	150
Precinct 1152/1153 - Vote By Mail	359	119	1,815	499	0	0	21	478
Precinct 1152/1153	460	168	1,815	654	0	0	26	628
Precinct 1154 MB - Election Day	0	0	0	0	0	0	0	0
Precinct 1154 MB - Vote By Mail	0	0	0	0	0	0	0	0
Precinct 1154 MB	0	0	0	0	0	0	0	0
Precinct 7001 - Election Day	42	16	752	59	0	0	1	58
Precinct 7001 - Vote By Mail	155	69	752	232	0	0	8	224
Precinct 7001	197	85	752	291	0	0	9	282
Precinct 7002 - Election Day	52	9	659	61	0	0	0	61
Precinct 7002 - Vote By Mail	108	42	659	151	0	0	1	150
Precinct 7002	160	51	659	212	0	0	1	211
Precinct 7003/7004 - Election Day	174	53	1,755	233	0	0	6	227
Precinct 7003/7004 - Vote By Mail	451	131	1,755	606	0	0	24	582
Precinct 7003/7004	625	184	1,755	839	0	0	30	809
Precinct 7005 - Election Day	103	17	850	124	0	0	4	120
Precinct 7005 - Vote By Mail	214	59	850	280	0	0	7	273
Precinct 7005	317	76	850	404	0	0	11	393
Precinct 7006 - Election Day	112	19	921	135	0	0	4	131
Precinct 7006 - Vote By Mail	217	34	921	263	0	0	12	251
Precinct 7006	329	53	921	398	0	0	16	382
Precinct 7007/7008 - Election Day	191	65	1,821	269	0	0	13	256
Precinct 7007/7008 - Vote By Mail	462	120	1,821	608	0	0	26	582
Precinct 7007/7008	653	185	1,821	877	0	0	39	838
Precinct 7009 - Election Day	47	21	874	74	0	0	6	68
Precinct 7009 - Vote By Mail	250	55	874	317	0	0	12	305
Precinct 7009	297	76	874	391	0	0	18	373
Precinct 7011 - Election Day	59	25	951	87	0	0	3	84
Precinct 7011 - Vote By Mail	130	33	951	168	0	0	5	163
Precinct 7011	189	58	951	255	0	0	8	247
Precinct 7012 - Election Day	109	36	1,165	149	0	0	4	145
Precinct 7012 - Vote By Mail	278	73	1,165	366	0	0	15	351
Precinct 7012	387	109	1,165	515	0	0	19	496
Precinct 7013 - Election Day	74	12	1,033	93	0	0	7	86
Precinct 7013 - Vote By Mail	211	64	1,033	283	0	0	8	275
Precinct 7013	285	76	1,033	376	0	0	15	361
Precinct 7014/7056 - Election Day	107	28	1,388	136	0	0	1	135
Precinct 7014/7056 - Vote By Mail	292	103	1,388	417	0	0	22	395
Precinct 7014/7056	399	131	1,388	553	0	0	23	530
Precinct 7015 MB - Election Day	1	0	104	1	0	0	0	1
Precinct 7015 MB - Vote By Mail	23	2	104	25	0	0	0	25
Precinct 7015 MB	24	2	104	26	0	0	0	26
Precinct 7016 - Election Day	50	22	912	75	0	0	3	72
Precinct 7016 - Vote By Mail	113	46	912	174	0	0	15	159
Precinct 7016	163	68	912	249	0	0	18	231
Precinct 7017 - Election Day	26	14	781	50	0	0	10	40
Precinct 7017 - Vote By Mail	77	56	781	143	0	0	10	133
Precinct 7017	103	70	781	193	0	0	20	173
Precinct 7019/7018 - Election Day	87	29	1,908	121	0	0	5	116
Precinct 7019/7018 - Vote By Mail	390	135	1,908	558	0	0	33	525
Precinct 7019/7018	477	164	1,908	679	0	0	38	641
Precinct 7021 - Election Day	67	22	955	96	0	0	7	89
Precinct 7021 - Vote By Mail	151	49	955	212	0	0	12	200
Precinct 7021	218	71	955	308	0	0	19	289
Precinct 7022 - Election Day	65	20	943	94	0	0	9	85
Precinct 7022 - Vote By Mail	149	53	943	215	0	0	13	202
Precinct 7022	214	73	943	309	0	0	22	287
Precinct 7024 - Election Day	21	14	448	39	0	0	4	35
Precinct 7024 - Vote By Mail	23	9	448	34	0	0	2	32
Precinct 7024	44	23	448	73	0	0	6	67
Precinct 7025 - Election Day	24	9	473	34	0	0	1	33
Precinct 7025 - Vote By Mail	42	15	473	58	0	0	1	57
Precinct 7025	66	24	473	92	0	0	2	90
Precinct 7026 - Election Day	36	15	1,009	56	0	0	5	51
Precinct 7026 - Vote By Mail	201	80	1,009	303	0	0	22	281
Precinct 7026	237	95	1,009	359	0	0	27	332
Precinct 7027 - Election Day	60	23	883	86	0	0	3	83
Precinct 7027 - Vote By Mail	160	52	883	230	0	0	18	212
Precinct 7027	220	75	883	316	0	0	21	295
Precinct 7028 - Election Day	85	22	849	114	0	0	7	107
Precinct 7028 - Vote By Mail	127	30	849	168	0	0	11	157
Precinct 7028	212	52	849	282	0	0	18	264
Precinct 7029/7023 - Election Day	106	27	1,812	146	0	0	13	133
Precinct 7029/7023 - Vote By Mail	262	99	1,812	385	0	0	24	361
Precinct 7029/7023	368	126	1,812	531	0	0	37	494
Precinct 7030 - Election Day	33	18	787	54	0	0	3	51
Precinct 7030 - Vote By Mail	154	73	787	243	0	0	16	227
Precinct 7030	187	91	787	297	0	0	19	278
Precinct 7031 - Election Day	28	9	680	37	0	0	0	37
Precinct 7031 - Vote By Mail	136	54	680	210	0	0	20	190
Precinct 7031	164	63	680	247	0	0	20	227
Precinct 7032 - Election Day	47	19	876	70	0	0	4	66
Precinct 7032 - Vote By Mail	155	47	876	212	0	0	10	202
Precinct 7032	202	66	876	282	0	0	14	268
Precinct 7033 - Election Day	65	15	770	88	0	0	8	80
Precinct 7033 - Vote By Mail	102	53	770	164	0	0	9	155
Precinct 7033	167	68	770	252	0	0	17	235
Precinct 7034 - Election Day	39	18	954	61	0	0	4	57
Precinct 7034 - Vote By Mail	69	42	954	119	0	0	8	111
Precinct 7034	108	60	954	180	0	0	12	168
Precinct 7035 - Election Day	34	10	681	46	0	0	2	44
Precinct 7035 - Vote By Mail	141	35	681	181	0	0	5	176
Precinct 7035	175	45	681	227	0	0	7	220
Precinct 7037/7036 - Election Day	49	24	1,676	80	0	0	7	73
Precinct 7037/7036 - Vote By Mail	176	82	1,676	268	0	0	10	258
Precinct 7037/7036	225	106	1,676	348	0	0	17	331
Precinct 7038 - Election Day	36	9	924	49	0	0	4	45
Precinct 7038 - Vote By Mail	165	60	924	244	0	0	19	225
Precinct 7038	201	69	924	293	0	0	23	270
Precinct 7039 - Election Day	59	23	830	84	0	0	2	82
Precinct 7039 - Vote By Mail	144	41	830	197	0	0	12	185
Precinct 7039	203	64	830	281	0	0	14	267
Precinct 7041 MB - Election Day	0	0	60	0	0	0	0	0
Precinct 7041 MB - Vote By Mail	11	2	60	13	0	0	0	13
Precinct 7041 MB	11	2	60	13	0	0	0	13
Precinct 7042/7046 - Election Day	58	29	1,069	92	0	0	5	87
Precinct 7042/7046 - Vote By Mail	191	60	1,069	266	0	0	15	251
Precinct 7042/7046	249	89	1,069	358	0	0	20	338
Precinct 7043 - Election Day	49	11	961	61	0	0	1	60
Precinct 7043 - Vote By Mail	171	45	961	228	0	0	12	216
Precinct 7043	220	56	961	289	0	0	13	276
Precinct 7044 - Election Day	18	20	844	42	0	0	4	38
Precinct 7044 - Vote By Mail	74	35	844	115	0	0	6	109
Precinct 7044	92	55	844	157	0	0	10	147
Precinct 7045 - Election Day	33	12	783	49	0	0	4	45
Precinct 7045 - Vote By Mail	169	60	783	243	0	0	14	229
Precinct 7045	202	72	783	292	0	0	18	274
Precinct 7047/7051 - Election Day	64	29	1,727	102	0	0	9	93
Precinct 7047/7051 - Vote By Mail	339	137	1,727	509	0	0	33	476
Precinct 7047/7051	403	166	1,727	611	0	0	42	569
Precinct 7048 - Election Day	29	18	870	53	0	0	6	47
Precinct 7048 - Vote By Mail	143	56	870	209	0	0	10	199
Precinct 7048	172	74	870	262	0	0	16	246
Precinct 7049 - Election Day	42	23	815	68	0	0	3	65
Precinct 7049 - Vote By Mail	110	66	815	200	0	0	24	176
Precinct 7049	152	89	815	268	0	0	27	241
Precinct 7052 - Election Day	65	18	878	87	0	0	4	83
Precinct 7052 - Vote By Mail	173	56	878	247	0	0	18	229
Precinct 7052	238	74	878	334	0	0	22	312
Precinct 7053 - Election Day	29	7	568	38	0	0	2	36
Precinct 7053 - Vote By Mail	109	30	568	146	0	0	7	139
Precinct 7053	138	37	568	184	0	0	9	175
Precinct 7054 - Election Day	65	18	1,111	87	0	0	4	83
Precinct 7054 - Vote By Mail	183	49	1,111	243	0	0	11	232
Precinct 7054	248	67	1,111	330	0	0	15	315
Precinct 7055 - Election Day	28	9	799	37	0	0	0	37
Precinct 7055 - Vote By Mail	174	49	799	228	0	0	5	223
Precinct 7055	202	58	799	265	0	0	5	260
Precinct 7101 MB - Election Day	1	0	152	1	0	0	0	1
Precinct 7101 MB - Vote By Mail	64	12	152	77	0	0	1	76
Precinct 7101 MB	65	12	152	78	0	0	1	77
Precinct 7202/7201 - Election Day	108	41	1,747	156	0	0	7	149
Precinct 7202/7201 - Vote By Mail	340	121	1,747	485	0	0	24	461
Precinct 7202/7201	448	162	1,747	641	0	0	31	610
Precinct 7203 - Election Day	72	25	867	103	0	0	6	97
Precinct 7203 - Vote By Mail	144	44	867	203	0	0	15	188
Precinct 7203	216	69	867	306	0	0	21	285
Precinct 7204 - Election Day	59	33	890	100	0	0	8	92
Precinct 7204 - Vote By Mail	192	88	890	296	0	0	16	280
Precinct 7204	251	121	890	396	0	0	24	372
Precinct 7205 - Election Day	76	28	862	108	0	0	4	104
Precinct 7205 - Vote By Mail	185	68	862	269	0	0	16	253
Precinct 7205	261	96	862	377	0	0	20	357
Precinct 7207/7209 - Election Day	93	29	1,483	126	0	0	4	122
Precinct 7207/7209 - Vote By Mail	356	171	1,483	552	0	0	25	527
Precinct 7207/7209	449	200	1,483	678	0	0	29	649
Precinct 7208 - Election Day	37	6	560	48	0	0	5	43
Precinct 7208 - Vote By Mail	119	32	560	159	0	0	8	151
Precinct 7208	156	38	560	207	0	0	13	194
Precinct 7301/7304 - Election Day	150	41	1,993	200	0	0	9	191
Precinct 7301/7304 - Vote By Mail	381	147	1,993	554	0	0	26	528
Precinct 7301/7304	531	188	1,993	754	0	0	35	719
Precinct 7302 - Election Day	69	21	838	98	0	0	8	90
Precinct 7302 - Vote By Mail	207	82	838	312	0	0	23	289
Precinct 7302	276	103	838	410	0	0	31	379
Precinct 7305/7307 - Election Day	163	54	1,633	223	0	0	6	217
Precinct 7305/7307 - Vote By Mail	345	119	1,633	493	0	0	29	464
Precinct 7305/7307	508	173	1,633	716	0	0	35	681
Precinct 7306/7303 - Election Day	147	47	2,083	208	0	0	14	194
Precinct 7306/7303 - Vote By Mail	372	129	2,083	532	0	0	31	501
Precinct 7306/7303	519	176	2,083	740	0	0	45	695
Precinct 7308 - Election Day	75	19	614	98	0	0	4	94
Precinct 7308 - Vote By Mail	127	49	614	180	0	0	4	176
Precinct 7308	202	68	614	278	0	0	8	270
Precinct 7311 - Election Day	90	29	866	124	0	0	5	119
Precinct 7311 - Vote By Mail	179	62	866	247	0	0	6	241
Precinct 7311	269	91	866	371	0	0	11	360
Precinct 7312 - Election Day	59	29	801	91	0	0	3	88
Precinct 7312 - Vote By Mail	200	69	801	289	0	1	19	269
Precinct 7312	259	98	801	380	0	1	22	357
Precinct 7314/7313 - Election Day	91	36	1,749	142	0	0	15	127
Precinct 7314/7313 - Vote By Mail	339	104	1,749	501	0	0	58	443
Precinct 7314/7313	430	140	1,749	643	0	0	73	570
Precinct 7315/7316 - Election Day	137	31	1,584	175	0	0	7	168
Precinct 7315/7316 - Vote By Mail	256	80	1,584	360	0	0	24	336
Precinct 7315/7316	393	111	1,584	535	0	0	31	504
Precinct 7317 - Election Day	63	15	875	83	0	0	5	78
Precinct 7317 - Vote By Mail	205	79	875	301	0	0	17	284
Precinct 7317	268	94	875	384	0	0	22	362
Precinct 7318/7309 - Election Day	102	31	1,567	142	0	0	9	133
Precinct 7318/7309 - Vote By Mail	311	98	1,567	433	0	0	24	409
Precinct 7318/7309	413	129	1,567	575	0	0	33	542
Precinct 7321/7322 - Election Day	52	26	1,533	86	0	0	8	78
Precinct 7321/7322 - Vote By Mail	300	105	1,533	456	0	0	51	405
Precinct 7321/7322	352	131	1,533	542	0	0	59	483
Precinct 7323/7319 - Election Day	143	39	1,967	190	0	0	8	182
Precinct 7323/7319 - Vote By Mail	347	123	1,967	498	0	0	28	470
Precinct 7323/7319	490	162	1,967	688	0	0	36	652
Precinct 7325/7324 - Election Day	106	32	1,588	145	0	0	7	138
Precinct 7325/7324 - Vote By Mail	302	95	1,588	427	0	0	30	397
Precinct 7325/7324	408	127	1,588	572	0	0	37	535
Precinct 7326/7337 - Election Day	115	36	1,709	164	0	0	13	151
Precinct 7326/7337 - Vote By Mail	339	156	1,709	527	0	0	32	495
Precinct 7326/7337	454	192	1,709	691	0	0	45	646
Precinct 7327 - Election Day	27	6	668	40	0	0	7	33
Precinct 7327 - Vote By Mail	139	52	668	217	0	0	26	191
Precinct 7327	166	58	668	257	0	0	33	224
Precinct 7328 - Election Day	29	8	985	42	0	0	5	37
Precinct 7328 - Vote By Mail	213	78	985	328	0	1	36	291
Precinct 7328	242	86	985	370	0	1	41	328
Precinct 7329 - Election Day	35	15	638	52	0	0	2	50
Precinct 7329 - Vote By Mail	112	65	638	196	0	0	19	177
Precinct 7329	147	80	638	248	0	0	21	227
Precinct 7331 - Election Day	68	41	850	113	0	0	4	109
Precinct 7331 - Vote By Mail	225	64	850	302	0	0	13	289
Precinct 7331	293	105	850	415	0	0	17	398
Precinct 7332/7334 - Election Day	144	30	1,601	185	0	0	11	174
Precinct 7332/7334 - Vote By Mail	346	78	1,601	441	0	0	17	424
Precinct 7332/7334	490	108	1,601	626	0	0	28	598
Precinct 7333/7335 - Election Day	143	38	1,930	190	0	0	9	181
Precinct 7333/7335 - Vote By Mail	388	129	1,930	541	0	0	24	517
Precinct 7333/7335	531	167	1,930	731	0	0	33	698
Precinct 7336/7345 - Election Day	168	42	2,021	214	0	0	4	210
Precinct 7336/7345 - Vote By Mail	405	139	2,021	559	0	0	15	544
Precinct 7336/7345	573	181	2,021	773	0	0	19	754
Precinct 7338/7349 - Election Day	100	37	1,783	150	0	0	13	137
Precinct 7338/7349 - Vote By Mail	363	128	1,783	543	0	0	52	491
Precinct 7338/7349	463	165	1,783	693	0	0	65	628
Precinct 7339/7341 - Election Day	112	41	1,588	158	0	0	5	153
Precinct 7339/7341 - Vote By Mail	303	92	1,588	412	0	0	17	395
Precinct 7339/7341	415	133	1,588	570	0	0	22	548
Precinct 7342 - Election Day	124	31	909	158	0	0	3	155
Precinct 7342 - Vote By Mail	172	53	909	234	0	0	9	225
Precinct 7342	296	84	909	392	0	0	12	380
Precinct 7343 - Election Day	72	11	706	89	0	0	6	83
Precinct 7343 - Vote By Mail	117	21	706	144	0	0	6	138
Precinct 7343	189	32	706	233	0	0	12	221
Precinct 7344 - Election Day	85	22	1,052	113	0	1	5	107
Precinct 7344 - Vote By Mail	219	66	1,052	290	0	0	5	285
Precinct 7344	304	88	1,052	403	0	1	10	392
Precinct 7346 - Election Day	71	16	879	88	0	0	1	87
Precinct 7346 - Vote By Mail	132	23	879	170	0	0	15	155
Precinct 7346	203	39	879	258	0	0	16	242
Precinct 7348/7347 - Election Day	112	29	1,826	152	0	0	11	141
Precinct 7348/7347 - Vote By Mail	351	66	1,826	433	0	0	16	417
Precinct 7348/7347	463	95	1,826	585	0	0	27	558
Precinct 7502 - Election Day	49	18	779	70	0	0	3	67
Precinct 7502 - Vote By Mail	165	66	779	247	0	0	16	231
Precinct 7502	214	84	779	317	0	0	19	298
Precinct 7503 - Election Day	59	16	725	79	0	0	4	75
Precinct 7503 - Vote By Mail	153	44	725	204	0	0	7	197
Precinct 7503	212	60	725	283	0	0	11	272
Precinct 7504/7501 - Election Day	78	38	1,019	121	0	0	5	116
Precinct 7504/7501 - Vote By Mail	217	78	1,019	308	0	0	13	295
Precinct 7504/7501	295	116	1,019	429	0	0	18	411
Precinct 7505 - Election Day	50	41	851	101	0	0	10	91
Precinct 7505 - Vote By Mail	205	131	851	363	0	1	26	336
Precinct 7505	255	172	851	464	0	1	36	427
Precinct 7506/7507 - Election Day	144	34	1,913	188	0	0	10	178
Precinct 7506/7507 - Vote By Mail	374	110	1,913	516	0	0	32	484
Precinct 7506/7507	518	144	1,913	704	0	0	42	662
Precinct 7508 - Election Day	72	18	720	96	0	0	6	90
Precinct 7508 - Vote By Mail	210	61	720	288	0	0	17	271
Precinct 7508	282	79	720	384	0	0	23	361
Precinct 7509/7511 - Election Day	95	26	914	128	0	0	7	121
Precinct 7509/7511 - Vote By Mail	217	59	914	287	0	0	11	276
Precinct 7509/7511	312	85	914	415	0	0	18	397
Precinct 7512 - Election Day	42	26	588	78	0	0	10	68
Precinct 7512 - Vote By Mail	150	48	588	208	0	0	10	198
Precinct 7512	192	74	588	286	0	0	20	266
Precinct 7513 - Election Day	71	19	784	101	0	0	11	90
Precinct 7513 - Vote By Mail	138	42	784	193	0	0	13	180
Precinct 7513	209	61	784	294	0	0	24	270
Precinct 7514 - Election Day	54	24	901	87	0	0	9	78
Precinct 7514 - Vote By Mail	162	47	901	235	0	0	26	209
Precinct 7514	216	71	901	322	0	0	35	287
Precinct 7515 - Election Day	73	17	852	97	0	0	7	90
Precinct 7515 - Vote By Mail	162	63	852	242	0	0	17	225
Precinct 7515	235	80	852	339	0	0	24	315
Precinct 7516 - Election Day	84	23	906	111	0	0	4	107
Precinct 7516 - Vote By Mail	265	74	906	359	0	0	20	339
Precinct 7516	349	97	906	470	0	0	24	446
Precinct 7518/7517 - Election Day	264	50	1,754	329	0	0	15	314
Precinct 7518/7517 - Vote By Mail	439	96	1,754	563	0	0	28	535
Precinct 7518/7517	703	146	1,754	892	0	0	43	849
Precinct 7519 - Election Day	93	15	709	116	0	0	8	108
Precinct 7519 - Vote By Mail	158	43	709	204	0	0	3	201
Precinct 7519	251	58	709	320	0	0	11	309
Precinct 7521 - Election Day	106	22	761	136	0	0	8	128
Precinct 7521 - Vote By Mail	191	53	761	248	0	0	4	244
Precinct 7521	297	75	761	384	0	0	12	372
Precinct 7522/7523 - Election Day	227	48	1,464	290	0	0	15	275
Precinct 7522/7523 - Vote By Mail	311	97	1,464	424	0	0	16	408
Precinct 7522/7523	538	145	1,464	714	0	0	31	683
Precinct 7524 - Election Day	74	21	606	97	0	0	2	95
Precinct 7524 - Vote By Mail	118	37	606	165	0	0	10	155
Precinct 7524	192	58	606	262	0	0	12	250
Precinct 7525 - Election Day	72	18	762	97	0	0	7	90
Precinct 7525 - Vote By Mail	139	40	762	191	0	0	12	179
Precinct 7525	211	58	762	288	0	0	19	269
Precinct 7526 - Election Day	94	24	974	125	0	0	7	118
Precinct 7526 - Vote By Mail	216	66	974	297	0	0	15	282
Precinct 7526	310	90	974	422	0	0	22	400
Precinct 7527/7528 - Election Day	91	23	689	123	0	0	9	114
Precinct 7527/7528 - Vote By Mail	151	44	689	212	0	0	17	195
Precinct 7527/7528	242	67	689	335	0	0	26	309
Precinct 7529 - Election Day	130	32	906	172	0	0	10	162
Precinct 7529 - Vote By Mail	238	44	906	295	0	0	13	282
Precinct 7529	368	76	906	467	0	0	23	444
Precinct 7531 - Election Day	97	16	839	116	0	0	3	113
Precinct 7531 - Vote By Mail	213	48	839	275	0	0	14	261
Precinct 7531	310	64	839	391	0	0	17	374
Precinct 7532 - Election Day	89	22	792	114	0	0	3	111
Precinct 7532 - Vote By Mail	157	54	792	222	0	0	11	211
Precinct 7532	246	76	792	336	0	0	14	322
Precinct 7533 - Election Day	158	36	936	202	0	0	8	194
Precinct 7533 - Vote By Mail	213	52	936	275	0	0	10	265
Precinct 7533	371	88	936	477	0	0	18	459
Precinct 7534 - Election Day	120	23	881	153	0	0	10	143
Precinct 7534 - Vote By Mail	180	44	881	237	0	0	13	224
Precinct 7534	300	67	881	390	0	0	23	367
Precinct 7536/7535 - Election Day	260	45	1,594	319	0	0	14	305
Precinct 7536/7535 - Vote By Mail	383	93	1,594	496	0	0	20	476
Precinct 7536/7535	643	138	1,594	815	0	0	34	781
Precinct 7537/7538 - Election Day	242	49	1,472	302	0	0	11	291
Precinct 7537/7538 - Vote By Mail	353	75	1,472	438	0	0	10	428
Precinct 7537/7538	595	124	1,472	740	0	0	21	719
Precinct 7539 - Election Day	188	28	906	233	0	0	17	216
Precinct 7539 - Vote By Mail	221	51	906	279	0	0	7	272
Precinct 7539	409	79	906	512	0	0	24	488
Precinct 7541 - Election Day	107	22	769	136	0	0	7	129
Precinct 7541 - Vote By Mail	190	48	769	248	0	0	10	238
Precinct 7541	297	70	769	384	0	0	17	367
Precinct 7543/7542 - Election Day	187	48	1,718	252	0	0	17	235
Precinct 7543/7542 - Vote By Mail	430	94	1,718	549	0	0	25	524
Precinct 7543/7542	617	142	1,718	801	0	0	42	759
Precinct 7544 - Election Day	120	26	892	152	0	0	6	146
Precinct 7544 - Vote By Mail	224	49	892	283	0	0	10	273
Precinct 7544	344	75	892	435	0	0	16	419
Precinct 7545 - Election Day	112	23	877	139	0	0	4	135
Precinct 7545 - Vote By Mail	216	53	877	277	0	0	8	269
Precinct 7545	328	76	877	416	0	0	12	404
Precinct 7546/7547 - Election Day	269	58	1,900	340	0	0	13	327
